"992121085989675008","1517515200","Angus Gowthorpe","angusgowthorpe"
"985074117765468160","2814440802","StefanP","SpnStefanP"
"862617832886022144","87922339","Rothamsted Research","Rothamsted"
"569829267250552832","87922339","Rothamsted Research","Rothamsted"
"506393642987429889","87922339","Rothamsted Research","Rothamsted"
"884423146341896192","87922339","Rothamsted Research","Rothamsted"
"1141453044850286592","791713295967412224","Richard Hull","RHull76"
"861984664805941248","87922339","Rothamsted Research","Rothamsted"
"1010605610675695616","119685720","pgro","pgroresearch"
"998488197960228864","1043602884","Achim Dobermann","achimdobermann"
"985432931626835970","783214","Twitter","Twitter"
"978613019264602112","366981072","Jan Willem Erisman","jwerisman"
"600275167269490688","2256899917","Ian Denholm","ian_denholm"
"334986536175157248","87922339","Rothamsted Research","Rothamsted"
"357106136492683268","422042612","Toby Bruce","Toby_Bruce"
"985244653451608064","330865303","The Barker Boys","The_Barker_Boys"
"890221350958362624","2993930001","Beatrice Cherrier","Undercoverhist"
"334986536175157248","289286939","NIAB","NIABTAG"
"352306250802933760","87922339","Rothamsted Research","Rothamsted"
"985578769405575169","783214","Twitter","Twitter"
"861999298770333696","87922339","Rothamsted Research","Rothamsted"
"861982229756510209","888499448","eRA at Rothamsted","eRA_Curator"
"1010634762179014657","87922339","Rothamsted Research","Rothamsted"
"1142174400516710400","198584761","George Monbiot","GeorgeMonbiot"
"996665156871520257","1307614093","Scientific Data","ScientificData"
"592769492607959040","410059729","Chris van Tulleken 🏳️‍🌈","DoctorChrisVT"
"559328775687913472","38625476","Pat Heslop-Harrison","Pathh1"
"977470146070577152","173940784","Jim Calvert","coastal16"
"976453931382558720","24539636","Wouter de Heij","deheij"
"593392865184772096","87922339","Rothamsted Research","Rothamsted"
"904735276551077890","3091054828","Soil Security Team","Soil_Security"
"486581874727600128","87922339","Rothamsted Research","Rothamsted"
"438665643966353409","264124770","Sir Patrick Vallance","uksciencechief"
"289360782196621312","87922339","Rothamsted Research","Rothamsted"
"996665156871520257","110826956","Iain Hz","iainh_z"
"1048653557652750336","366981072","Jan Willem Erisman","jwerisman"
"976453931382558720","93933294","Jan Dijkstra","CUJanD"
"1152094430880567296","87922339","Rothamsted Research","Rothamsted"
"1006856715445383173","87922339","Rothamsted Research","Rothamsted"
"874192078372306945","87922339","Rothamsted Research","Rothamsted"
"1084018890278166528","788050656158298113","Teralytic","teralytic"
"936256071374639104","90289733","Tamar Haspel","TamarHaspel"
"1141565072118112256","44170799","Steve Heathcote","sjh220"
"963787906874736640","87922339","Rothamsted Research","Rothamsted"
"220867500009734144","87922339","Rothamsted Research","Rothamsted"
"1156567904479059969","87922339","Rothamsted Research","Rothamsted"
"1007359101398110209","87922339","Rothamsted Research","Rothamsted"
"977269337076699136","1098159656","Richard Harper","RichardHarper17"
"1178707793781633025","87922339","Rothamsted Research","Rothamsted"
"978686888977498113","366981072","Jan Willem Erisman","jwerisman"
"825007129908031488","3098669021","Jacqueline Hannam","Dirt_Science"
"506393642987429889","36909762","Nigel Brown 🕷","nl_brown"
"486891639370424321","87922339","Rothamsted Research","Rothamsted"
"985244653451608064","880287830","Adam Driver","driverfarms1"
